path,performance,language,country,chunk,start_time,end_time,duration
7/KW/en/1018779963_2852135889/vocal.ogg,1018779963_2852135889,en,KW,005,27.21,29.25,2.04
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,001,0.0,0.69,0.69
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,002,1.26,6.87,5.61
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,003,7.92,12.78,4.86
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,004,14.64,20.25,5.61
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,005,21.27,27.24,5.97
10/LB/en/1021252557_2711011063/vocal.ogg,1021252557_2711011063,en,LB,006,27.99,29.85,1.86
18/NL/en/1021252557_2711096920/vocal.ogg,1021252557_2711096920,en,NL,001,0.0,5.55,5.55
18/NL/en/1021252557_2711096920/vocal.ogg,1021252557_2711096920,en,NL,002,6.3,10.95,4.65
18/NL/en/1021252557_2711096920/vocal.ogg,1021252557_2711096920,en,NL,003,12.93,17.79,4.86
18/NL/en/1021252557_2711096920/vocal.ogg,1021252557_2711096920,en,NL,004,19.65,25.29,5.64
18/NL/en/1021252557_2711096920/vocal.ogg,1021252557_2711096920,en,NL,005,26.7,29.46,2.76
19/NG/en/100745788_2717203105/vocal2.ogg,100745788_2717203105,en,NG,001,0.12,12.03,11.91
19/NG/en/100745788_2717203105/vocal2.ogg,100745788_2717203105,en,NG,002,12.99,18.75,5.76
19/NG/en/100745788_2717203105/vocal2.ogg,100745788_2717203105,en,NG,003,19.65,26.64,6.99
10/GB/en/1019182026_2745617169/vocal2.ogg,1019182026_2745617169,en,GB,001,0.0,4.65,4.65
10/GB/en/1019182026_2745617169/vocal2.ogg,1019182026_2745617169,en,GB,002,6.15,11.34,5.19
10/GB/en/1019182026_2745617169/vocal2.ogg,1019182026_2745617169,en,GB,003,12.87,17.31,4.44
10/GB/en/1019182026_2745617169/vocal2.ogg,1019182026_2745617169,en,GB,004,19.17,24.21,5.04
18/AE/en/568208513_2713608980/vocal.ogg,568208513_2713608980,en,AE,001,0.0,11.79,11.79
18/AE/en/568208513_2713608980/vocal.ogg,568208513_2713608980,en,AE,004,13.32,19.11,5.79
18/AE/en/568208513_2713608980/vocal.ogg,568208513_2713608980,en,AE,005,19.77,25.95,6.18
18/AE/en/568208513_2713608980/vocal.ogg,568208513_2713608980,en,AE,006,28.32,29.22,0.9
19/FR/en/312138319_2840388940/vocal.ogg,312138319_2840388940,en,FR,001,0.72,3.96,3.24
19/FR/en/312138319_2840388940/vocal.ogg,312138319_2840388940,en,FR,002,6.54,11.16,4.62
19/FR/en/312138319_2840388940/vocal.ogg,312138319_2840388940,en,FR,003,12.45,17.97,5.52
19/FR/en/312138319_2840388940/vocal.ogg,312138319_2840388940,en,FR,005,19.92,24.15,4.229999999999997
19/FR/en/312138319_2840388940/vocal.ogg,312138319_2840388940,en,FR,007,27.3,29.85,2.55
18/MY/en/568208513_2713854371/vocal.ogg,568208513_2713854371,en,MY,001,26.91,29.58,2.67
19/GB/en/1002227044_3012082989/vocal.ogg,1002227044_3012082989,en,GB,001,3.57,4.83,1.26
19/GB/en/1002227044_3012082989/vocal.ogg,1002227044_3012082989,en,GB,002,6.0,15.57,9.57
19/GB/en/1002227044_3012082989/vocal.ogg,1002227044_3012082989,en,GB,003,16.2,29.79,13.59
7/MY/en/568208513_2713997805/vocal.ogg,568208513_2713997805,en,MY,001,27.9,29.25,1.35
5/CA/en/1016999792_2771895429/vocal2.ogg,1016999792_2771895429,en,CA,001,0.12,4.8,4.68
5/CA/en/1016999792_2771895429/vocal2.ogg,1016999792_2771895429,en,CA,002,6.33,12.15,5.82
5/CA/en/1016999792_2771895429/vocal2.ogg,1016999792_2771895429,en,CA,003,13.29,18.81,5.52
5/CA/en/1016999792_2771895429/vocal2.ogg,1016999792_2771895429,en,CA,005,19.35,24.0,4.65
17/AU/en/1010870800_2960620791/vocal.ogg,1010870800_2960620791,en,AU,001,0.0,5.1,5.1
17/AU/en/1010870800_2960620791/vocal.ogg,1010870800_2960620791,en,AU,003,6.0,29.52,23.52
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,001,0.0,2.73,2.73
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,002,3.45,4.71,1.26
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,003,5.85,8.07,2.22
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,004,9.03,14.97,5.94
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,005,15.81,20.97,5.16
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,006,21.66,24.15,2.49
18/US/en/1144061869_2918247845/vocal.ogg,1144061869_2918247845,en,US,007,24.78,29.97,5.189999999999998
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,001,3.66,9.66,6.0
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,002,10.26,12.57,2.31
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,003,13.26,15.66,2.4
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,004,16.83,22.08,5.25
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,006,22.62,25.08,2.46
7/US/en/1148983634_2974194465/vocal.ogg,1148983634_2974194465,en,US,007,25.59,29.07,3.48
8/MY/en/568208513_2714084127/vocal.ogg,568208513_2714084127,en,MY,001,0.72,20.43,19.71
8/MY/en/568208513_2714084127/vocal.ogg,568208513_2714084127,en,MY,008,20.94,23.97,3.0299999999999976
8/MY/en/568208513_2714084127/vocal.ogg,568208513_2714084127,en,MY,010,26.94,29.91,2.97
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,001,0.9,2.91,2.01
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,002,3.69,4.89,1.2
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,003,6.21,8.31,2.1
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,004,9.54,11.73,2.19
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,005,12.57,15.3,2.73
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,006,16.26,17.79,1.53
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,007,18.6,20.91,2.31
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,008,22.2,24.03,1.83
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,009,24.96,27.9,2.94
18/MY/en/1313704871_2997443737/vocal.ogg,1313704871_2997443737,en,MY,010,28.95,29.94,0.99
18/AE/en/568208513_2713386403/vocal2.ogg,568208513_2713386403,en,AE,001,0.69,12.6,11.91
18/AE/en/568208513_2713386403/vocal2.ogg,568208513_2713386403,en,AE,003,14.1,19.83,5.73
18/AE/en/568208513_2713386403/vocal2.ogg,568208513_2713386403,en,AE,004,20.52,26.52,6.0
7/CL/en/1009528452_3019472143/vocal.ogg,1009528452_3019472143,en,CL,001,0.03,4.41,4.38
7/CL/en/1009528452_3019472143/vocal.ogg,1009528452_3019472143,en,CL,002,5.19,29.79,24.6
6/CA/en/1028841509_2716498075/vocal.ogg,1028841509_2716498075,en,CA,001,1.86,5.04,3.18
6/CA/en/1028841509_2716498075/vocal.ogg,1028841509_2716498075,en,CA,002,6.45,9.96,3.51
6/CA/en/1028841509_2716498075/vocal.ogg,1028841509_2716498075,en,CA,003,13.11,17.43,4.32
6/CA/en/1028841509_2716498075/vocal.ogg,1028841509_2716498075,en,CA,004,19.65,24.0,4.35
6/CA/en/1028841509_2716498075/vocal.ogg,1028841509_2716498075,en,CA,005,26.7,29.49,2.79
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,001,0.0,1.44,1.44
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,002,4.05,4.77,0.72
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,003,6.06,8.16,2.1
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,004,9.27,11.37,2.1
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,005,12.39,15.45,3.06
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,006,16.38,17.82,1.44
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,007,18.69,21.18,2.49
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,008,21.84,24.15,2.31
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,009,24.87,27.81,2.94
20/SG/en/1041739232_2950217723/vocal.ogg,1041739232_2950217723,en,SG,010,28.98,29.73,0.75
10/GB/en/1127625009_2720107204/vocal.ogg,1127625009_2720107204,en,GB,001,0.3,6.12,5.82
10/GB/en/1127625009_2720107204/vocal.ogg,1127625009_2720107204,en,GB,002,6.81,11.43,4.62
10/GB/en/1127625009_2720107204/vocal.ogg,1127625009_2720107204,en,GB,003,13.32,18.09,4.77
10/GB/en/1127625009_2720107204/vocal.ogg,1127625009_2720107204,en,GB,004,19.8,25.98,6.18
10/GB/en/1127625009_2720107204/vocal.ogg,1127625009_2720107204,en,GB,005,26.91,29.55,2.64
10/RU/en/1158677277_2721665880/vocal.ogg,1158677277_2721665880,en,RU,001,0.0,5.07,5.07
10/RU/en/1158677277_2721665880/vocal.ogg,1158677277_2721665880,en,RU,002,6.3,11.04,4.74
10/RU/en/1158677277_2721665880/vocal.ogg,1158677277_2721665880,en,RU,003,12.99,17.67,4.68
10/RU/en/1158677277_2721665880/vocal.ogg,1158677277_2721665880,en,RU,004,19.68,24.0,4.32
10/RU/en/1158677277_2721665880/vocal.ogg,1158677277_2721665880,en,RU,005,26.67,29.64,2.97
19/RU/en/1002265509_2983318207/vocal.ogg,1002265509_2983318207,en,RU,001,0.03,0.66,0.63
19/RU/en/1002265509_2983318207/vocal.ogg,1002265509_2983318207,en,RU,002,1.95,12.78,10.83
19/RU/en/1002265509_2983318207/vocal.ogg,1002265509_2983318207,en,RU,003,14.82,29.85,15.03
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,001,3.33,4.98,1.65
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,002,5.94,8.64,2.7
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,003,9.18,11.91,2.73
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,004,12.45,14.79,2.34
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,005,16.2,21.24,5.039999999999999
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,007,21.87,24.18,2.31
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,008,24.93,28.2,3.27
18/BR/en/1043756198_2918335541/vocal.ogg,1043756198_2918335541,en,BR,009,28.89,29.61,0.72
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,001,0.0,1.62,1.62
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,002,5.85,7.14,1.29
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,003,7.8,11.85,4.05
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,004,12.45,18.3,5.85
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,005,20.07,27.84,7.77
18/GB/en/1002309931_3005331886/vocal.ogg,1002309931_3005331886,en,GB,007,29.1,29.73,0.63
7/PH/en/1188998870_2995987944/vocal.ogg,1188998870_2995987944,en,PH,001,0.0,2.97,2.97
7/PH/en/1188998870_2995987944/vocal.ogg,1188998870_2995987944,en,PH,002,3.93,8.49,4.56
7/PH/en/1188998870_2995987944/vocal.ogg,1188998870_2995987944,en,PH,003,9.24,17.97,8.73
7/PH/en/1188998870_2995987944/vocal.ogg,1188998870_2995987944,en,PH,004,18.54,21.03,2.49
7/PH/en/1188998870_2995987944/vocal.ogg,1188998870_2995987944,en,PH,005,21.72,29.67,7.950000000000003
6/RU/en/100230222_2811205545/vocal.ogg,100230222_2811205545,en,RU,001,0.33,21.72,21.39
6/RU/en/100230222_2811205545/vocal.ogg,100230222_2811205545,en,RU,003,23.76,27.69,3.93
6/RU/en/100230222_2811205545/vocal.ogg,100230222_2811205545,en,RU,004,28.65,29.94,1.29
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,001,0.0,1.47,1.47
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,002,5.61,6.87,1.26
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,003,7.62,11.73,4.11
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,004,12.3,18.36,6.06
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,005,20.28,27.69,7.41
6/GB/en/1002309931_3006543602/vocal.ogg,1002309931_3006543602,en,GB,007,28.89,29.97,1.08
11/KW/en/1002254772_2896314262/vocal.ogg,1002254772_2896314262,en,KW,001,0.21,4.08,3.87
11/KW/en/1002254772_2896314262/vocal.ogg,1002254772_2896314262,en,KW,002,6.63,10.74,4.11
11/KW/en/1002254772_2896314262/vocal.ogg,1002254772_2896314262,en,KW,003,12.87,18.51,5.64
11/KW/en/1002254772_2896314262/vocal.ogg,1002254772_2896314262,en,KW,004,20.13,25.32,5.19
11/KW/en/1002254772_2896314262/vocal.ogg,1002254772_2896314262,en,KW,005,26.25,29.58,3.33
11/PK/en/1663021829_2754095101/vocal.ogg,1663021829_2754095101,en,PK,001,0.0,9.12,9.12
11/PK/en/1663021829_2754095101/vocal.ogg,1663021829_2754095101,en,PK,004,12.0,16.86,4.86
11/PK/en/1663021829_2754095101/vocal.ogg,1663021829_2754095101,en,PK,005,18.75,23.67,4.92
11/PK/en/1663021829_2754095101/vocal.ogg,1663021829_2754095101,en,PK,006,24.78,29.91,5.13
11/GB/en/100233742_2729775088/vocal.ogg,100233742_2729775088,en,GB,001,0.0,10.41,10.41
11/GB/en/100233742_2729775088/vocal.ogg,100233742_2729775088,en,GB,004,12.09,17.4,5.31
11/GB/en/100233742_2729775088/vocal.ogg,100233742_2729775088,en,GB,005,18.48,23.07,4.59
11/GB/en/100233742_2729775088/vocal.ogg,100233742_2729775088,en,GB,006,24.66,29.43,4.77
19/SE/en/1125308399_2846573949/vocal.ogg,1125308399_2846573949,en,SE,001,0.03,4.53,4.5
19/SE/en/1125308399_2846573949/vocal.ogg,1125308399_2846573949,en,SE,002,6.39,10.56,4.17
19/SE/en/1125308399_2846573949/vocal.ogg,1125308399_2846573949,en,SE,003,13.14,17.49,4.35
19/SE/en/1125308399_2846573949/vocal.ogg,1125308399_2846573949,en,SE,004,19.8,23.34,3.54
19/SE/en/1125308399_2846573949/vocal.ogg,1125308399_2846573949,en,SE,005,26.73,29.4,2.67
10/GB/en/441925797_2737930419/vocal.ogg,441925797_2737930419,en,GB,001,0.24,6.42,6.18
10/GB/en/441925797_2737930419/vocal.ogg,441925797_2737930419,en,GB,002,6.93,10.35,3.42
10/GB/en/441925797_2737930419/vocal.ogg,441925797_2737930419,en,GB,003,12.33,16.44,4.11
10/GB/en/441925797_2737930419/vocal.ogg,441925797_2737930419,en,GB,004,18.84,21.72,2.88
10/GB/en/441925797_2737930419/vocal.ogg,441925797_2737930419,en,GB,005,24.81,29.4,4.59
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,001,1.65,4.23,2.5800000000000005
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,003,5.4,9.03,3.63
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,004,12.09,14.4,2.31
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,005,15.87,18.27,2.4
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,006,19.05,21.84,2.79
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,007,24.75,27.15,2.4
19/FR/en/2009980221_2846590286/vocal.ogg,2009980221_2846590286,en,FR,008,28.98,29.64,0.66
7/TR/en/1004031547_2815263598/vocal.ogg,1004031547_2815263598,en,TR,001,0.3,1.29,0.99
7/TR/en/1004031547_2815263598/vocal.ogg,1004031547_2815263598,en,TR,002,1.92,6.39,4.47
7/TR/en/1004031547_2815263598/vocal.ogg,1004031547_2815263598,en,TR,003,8.19,14.31,6.120000000000001
7/TR/en/1004031547_2815263598/vocal.ogg,1004031547_2815263598,en,TR,006,15.42,22.8,7.380000000000001
7/TR/en/1004031547_2815263598/vocal.ogg,1004031547_2815263598,en,TR,009,26.19,29.82,3.63
11/US/en/1002370984_2716580213/vocal.ogg,1002370984_2716580213,en,US,001,0.0,22.08,22.08
11/US/en/1002370984_2716580213/vocal.ogg,1002370984_2716580213,en,US,008,24.3,27.63,3.33
11/US/en/1002370984_2716580213/vocal.ogg,1002370984_2716580213,en,US,009,29.19,29.73,0.54
10/US/en/1002370984_2856262738/vocal.ogg,1002370984_2856262738,en,US,001,0.36,22.29,21.93
10/US/en/1002370984_2856262738/vocal.ogg,1002370984_2856262738,en,US,007,24.36,28.05,3.69
10/US/en/1002370984_2856262738/vocal.ogg,1002370984_2856262738,en,US,008,29.25,29.58,0.33
10/RU/en/1002269916_3003763065/vocal.ogg,1002269916_3003763065,en,RU,001,0.12,1.41,1.29
10/RU/en/1002269916_3003763065/vocal.ogg,1002269916_3003763065,en,RU,002,1.95,6.75,4.8
10/RU/en/1002269916_3003763065/vocal.ogg,1002269916_3003763065,en,RU,003,8.1,13.26,5.16
10/RU/en/1002269916_3003763065/vocal.ogg,1002269916_3003763065,en,RU,005,14.7,23.22,8.52
10/RU/en/1002269916_3003763065/vocal.ogg,1002269916_3003763065,en,RU,007,26.1,29.34,3.24
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,001,0.0,0.87,0.87
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,002,2.19,6.81,4.62
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,003,8.25,11.25,3.0
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,004,11.82,14.28,2.459999999999999
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,006,15.39,23.07,7.68
7/TR/en/1004031547_2815291032/vocal.ogg,1004031547_2815291032,en,TR,009,26.19,29.76,3.57
6/PH/en/1984960497_2819645480/vocal.ogg,1984960497_2819645480,en,PH,001,0.54,10.35,9.809999999999999
6/PH/en/1984960497_2819645480/vocal.ogg,1984960497_2819645480,en,PH,004,12.78,16.74,3.96
6/PH/en/1984960497_2819645480/vocal.ogg,1984960497_2819645480,en,PH,005,19.35,23.49,4.14
6/PH/en/1984960497_2819645480/vocal.ogg,1984960497_2819645480,en,PH,006,25.56,29.76,4.2
7/US/en/691222971_2709791098/vocal.ogg,691222971_2709791098,en,US,001,0.0,29.67,29.67
11/IL/en/1023212786_2850474992/vocal.ogg,1023212786_2850474992,en,IL,001,0.06,6.54,6.48
11/IL/en/1023212786_2850474992/vocal.ogg,1023212786_2850474992,en,IL,004,7.56,19.77,12.21
11/IL/en/1023212786_2850474992/vocal.ogg,1023212786_2850474992,en,IL,007,20.43,26.43,6.0
11/IL/en/1023212786_2850474992/vocal.ogg,1023212786_2850474992,en,IL,008,26.94,29.64,2.7
11/FR/en/1035384638_2827996614/vocal.ogg,1035384638_2827996614,en,FR,001,0.0,6.84,6.84
11/FR/en/1035384638_2827996614/vocal.ogg,1035384638_2827996614,en,FR,003,7.68,19.86,12.18
11/FR/en/1035384638_2827996614/vocal.ogg,1035384638_2827996614,en,FR,007,20.43,26.13,5.7
11/FR/en/1035384638_2827996614/vocal.ogg,1035384638_2827996614,en,FR,008,27.06,29.94,2.88
10/HK/en/1008220730_2823604222/vocal.ogg,1008220730_2823604222,en,HK,001,4.98,6.93,1.95
10/HK/en/1008220730_2823604222/vocal.ogg,1008220730_2823604222,en,HK,002,7.74,12.9,5.16
10/HK/en/1008220730_2823604222/vocal.ogg,1008220730_2823604222,en,HK,003,29.58,29.97,0.39
11/GB/en/101125946_2817007754/vocal.ogg,101125946_2817007754,en,GB,001,0.03,7.95,7.92
11/GB/en/101125946_2817007754/vocal.ogg,101125946_2817007754,en,GB,003,8.52,27.03,18.51
11/GB/en/101125946_2817007754/vocal.ogg,101125946_2817007754,en,GB,006,27.78,29.37,1.59
10/US/en/1002371210_2974157391/vocal.ogg,1002371210_2974157391,en,US,001,0.0,6.75,6.75
10/US/en/1002371210_2974157391/vocal.ogg,1002371210_2974157391,en,US,004,7.77,20.16,12.39
10/US/en/1002371210_2974157391/vocal.ogg,1002371210_2974157391,en,US,008,21.06,26.25,5.19
10/US/en/1002371210_2974157391/vocal.ogg,1002371210_2974157391,en,US,009,27.48,29.55,2.07
11/MY/en/1003151140_2889179577/vocal.ogg,1003151140_2889179577,en,MY,001,0.03,7.2,7.17
11/MY/en/1003151140_2889179577/vocal.ogg,1003151140_2889179577,en,MY,003,7.71,26.19,18.48
11/MY/en/1003151140_2889179577/vocal.ogg,1003151140_2889179577,en,MY,004,27.39,29.49,2.1
11/US/en/1626073928_2766283598/vocal.ogg,1626073928_2766283598,en,US,001,4.59,13.59,9.0
11/US/en/1626073928_2766283598/vocal.ogg,1626073928_2766283598,en,US,002,14.1,17.85,3.75
11/US/en/1626073928_2766283598/vocal.ogg,1626073928_2766283598,en,US,003,29.49,29.97,0.48
18/PH/en/1008220730_2823140564/vocal.ogg,1008220730_2823140564,en,PH,001,0.3,1.41,1.11
18/PH/en/1008220730_2823140564/vocal.ogg,1008220730_2823140564,en,PH,002,2.31,14.82,12.51
18/PH/en/1008220730_2823140564/vocal.ogg,1008220730_2823140564,en,PH,004,15.63,29.31,13.679999999999998
10/GB/en/1002404077_2737492912/vocal.ogg,1002404077_2737492912,en,GB,001,1.05,29.46,28.41
20/PH/en/1002414702_2792031567/vocal.ogg,1002414702_2792031567,en,PH,001,0.48,4.17,3.69
20/PH/en/1002414702_2792031567/vocal.ogg,1002414702_2792031567,en,PH,003,5.64,13.05,7.410000000000001
20/PH/en/1002414702_2792031567/vocal.ogg,1002414702_2792031567,en,PH,005,13.59,18.18,4.59
20/PH/en/1002414702_2792031567/vocal.ogg,1002414702_2792031567,en,PH,006,28.35,28.86,0.51
9/HK/en/1008220730_2823204010/vocal.ogg,1008220730_2823204010,en,HK,001,6.27,7.5,1.23
9/HK/en/1008220730_2823204010/vocal.ogg,1008220730_2823204010,en,HK,002,8.43,19.26,10.830000000000002
11/MY/en/1008220730_2830814386/vocal.ogg,1008220730_2830814386,en,MY,001,5.91,12.84,6.93
11/MY/en/1008220730_2830814386/vocal.ogg,1008220730_2830814386,en,MY,004,13.98,18.36,4.38
20/AE/en/1626073928_2758759089/vocal.ogg,1626073928_2758759089,en,AE,001,0.48,12.81,12.33
20/AE/en/1626073928_2758759089/vocal.ogg,1626073928_2758759089,en,AE,003,13.68,19.23,5.55
20/AE/en/1626073928_2758759089/vocal.ogg,1626073928_2758759089,en,AE,004,21.12,28.83,7.71
11/SA/en/1780440355_2842716641/vocal.ogg,1780440355_2842716641,en,SA,001,5.64,18.72,13.079999999999998
11/SA/en/1780440355_2842716641/vocal.ogg,1780440355_2842716641,en,SA,004,29.55,29.88,0.33
18/IT/en/1780440355_2842881402/vocal.ogg,1780440355_2842881402,en,IT,001,4.74,19.29,14.549999999999999
18/IT/en/1780440355_2842881402/vocal.ogg,1780440355_2842881402,en,IT,004,21.33,29.01,7.68
18/TW/en/1780440355_2850836808/vocal.ogg,1780440355_2850836808,en,TW,001,6.06,12.87,6.81
18/TW/en/1780440355_2850836808/vocal.ogg,1780440355_2850836808,en,TW,002,13.95,20.01,6.06
18/SA/en/423026193_2765815023/vocal.ogg,423026193_2765815023,en,SA,001,5.1,6.87,1.77
18/SA/en/423026193_2765815023/vocal.ogg,423026193_2765815023,en,SA,002,7.68,13.11,5.43
6/TW/en/1780440355_2843125939/vocal.ogg,1780440355_2843125939,en,TW,001,0.18,1.8,1.62
6/TW/en/1780440355_2843125939/vocal.ogg,1780440355_2843125939,en,TW,002,2.37,5.79,3.42
6/TW/en/1780440355_2843125939/vocal.ogg,1780440355_2843125939,en,TW,003,6.36,29.46,23.1
9/SA/en/423026193_2756770722/vocal.ogg,423026193_2756770722,en,SA,001,5.07,6.99,1.92
9/SA/en/423026193_2756770722/vocal.ogg,423026193_2756770722,en,SA,002,7.77,18.15,10.379999999999999
7/MO/en/361920364_2845417631/vocal.ogg,361920364_2845417631,en,MO,001,4.92,18.75,13.83
7/MO/en/361920364_2845417631/vocal.ogg,361920364_2845417631,en,MO,003,20.88,29.67,8.79
10/PH/en/423026193_2758058905/vocal.ogg,423026193_2758058905,en,PH,001,0.15,1.8,1.65
10/PH/en/423026193_2758058905/vocal.ogg,423026193_2758058905,en,PH,002,2.37,28.8,26.43
20/PH/en/1002414702_2791890031/vocal2.ogg,1002414702_2791890031,en,PH,001,0.57,3.45,2.88
20/PH/en/1002414702_2791890031/vocal2.ogg,1002414702_2791890031,en,PH,002,14.34,18.78,4.44
20/PH/en/1002414702_2791890031/vocal2.ogg,1002414702_2791890031,en,PH,003,21.69,29.64,7.949999999999999
10/HK/en/1002431508_2791099726/vocal.ogg,1002431508_2791099726,en,HK,001,0.0,10.59,10.59
10/HK/en/1002431508_2791099726/vocal.ogg,1002431508_2791099726,en,HK,004,11.43,17.85,6.42
10/HK/en/1002431508_2791099726/vocal.ogg,1002431508_2791099726,en,HK,005,18.51,29.61,11.1
10/PH/en/423026193_2756654532/vocal2.ogg,423026193_2756654532,en,PH,001,14.1,19.02,4.92
10/PH/en/423026193_2756654532/vocal2.ogg,423026193_2756654532,en,PH,002,21.84,29.55,7.710000000000001
19/HK/en/1002431508_2843778103/vocal.ogg,1002431508_2843778103,en,HK,001,0.03,29.43,29.4
10/HK/en/1008220730_2823078736/vocal2.ogg,1008220730_2823078736,en,HK,001,13.59,17.79,4.2
10/HK/en/1008220730_2823078736/vocal2.ogg,1008220730_2823078736,en,HK,002,21.06,29.31,8.25
9/VN/en/1010845436_2810708862/vocal.ogg,1010845436_2810708862,en,VN,001,0.99,4.68,3.69
9/VN/en/1010845436_2810708862/vocal.ogg,1010845436_2810708862,en,VN,002,6.09,7.47,1.38
9/VN/en/1010845436_2810708862/vocal.ogg,1010845436_2810708862,en,VN,003,11.49,25.05,13.56
9/VN/en/1010845436_2810708862/vocal.ogg,1010845436_2810708862,en,VN,006,28.26,29.88,1.62
11/SA/en/1780440355_2842503420/vocal2.ogg,1780440355_2842503420,en,SA,001,13.68,19.29,5.61
11/SA/en/1780440355_2842503420/vocal2.ogg,1780440355_2842503420,en,SA,002,21.15,29.79,8.64
18/PH/en/817501098_2794040795/vocal.ogg,817501098_2794040795,en,PH,001,0.81,3.84,3.03
18/PH/en/817501098_2794040795/vocal.ogg,817501098_2794040795,en,PH,003,6.15,19.32,13.17
18/PH/en/817501098_2794040795/vocal.ogg,817501098_2794040795,en,PH,004,21.36,29.85,8.49
