performance,id,vocal,background,mixture,vocal_start,vocal_end,background_start,background_end,mixture_start,mixture_end
1221903678_2726216958,1221903678_2726216958-004-004,1/GB/ro/1221903678_2726216958/vocal.ogg,1/GB/ro/1221903678_2726216958/background.m4a,1/GB/ro/1221903678_2726216958/mix.m4a,20.6175,23.6175,19.95,22.95,19.95,22.95
1221903678_2726216958,1221903678_2726216958-004-005,1/GB/ro/1221903678_2726216958/vocal.ogg,1/GB/ro/1221903678_2726216958/background.m4a,1/GB/ro/1221903678_2726216958/mix.m4a,22.1175,25.1175,21.45,24.45,21.45,24.45
1221903678_2726216958,1221903678_2726216958-004-006,1/GB/ro/1221903678_2726216958/vocal.ogg,1/GB/ro/1221903678_2726216958/background.m4a,1/GB/ro/1221903678_2726216958/mix.m4a,23.6175,26.6175,22.95,25.95,22.95,25.95
1288720170_2725982222,1288720170_2725982222-001-000,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,0.7775,3.7775,0.57,3.57,0.57,3.57
1288720170_2725982222,1288720170_2725982222-001-001,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,2.2775,5.2775,2.07,5.07,2.07,5.07
1288720170_2725982222,1288720170_2725982222-003-000,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,7.1674999999999995,10.1675,6.96,9.96,6.96,9.96
1288720170_2725982222,1288720170_2725982222-003-001,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,8.6675,11.6675,8.46,11.46,8.46,11.46
1288720170_2725982222,1288720170_2725982222-003-002,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,10.1675,13.1675,9.96,12.96,9.96,12.96
1288720170_2725982222,1288720170_2725982222-004-000,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,13.9775,16.9775,13.77,16.77,13.77,16.77
1288720170_2725982222,1288720170_2725982222-004-001,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,15.4775,18.4775,15.27,18.27,15.27,18.27
1288720170_2725982222,1288720170_2725982222-004-002,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,16.9775,19.9775,16.77,19.77,16.77,19.77
1288720170_2725982222,1288720170_2725982222-004-003,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,18.4775,21.4775,18.27,21.27,18.27,21.27
1288720170_2725982222,1288720170_2725982222-004-004,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,19.9775,22.9775,19.77,22.77,19.77,22.77
1288720170_2725982222,1288720170_2725982222-004-005,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,21.4775,24.4775,21.27,24.27,21.27,24.27
1288720170_2725982222,1288720170_2725982222-004-006,1/DE/ro/1288720170_2725982222/vocal.ogg,1/DE/ro/1288720170_2725982222/background.m4a,1/DE/ro/1288720170_2725982222/mix.m4a,22.9775,25.9775,22.77,25.77,22.77,25.77
1080891537_2968773127,1080891537_2968773127-001-000,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,0.6375,3.6375,0.57,3.57,0.57,3.57
1080891537_2968773127,1080891537_2968773127-001-001,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,2.1374999999999997,5.1375,2.07,5.07,2.07,5.07
1080891537_2968773127,1080891537_2968773127-003-000,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,7.2375,10.2375,7.17,10.17,7.17,10.17
1080891537_2968773127,1080891537_2968773127-003-001,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,8.7375,11.7375,8.67,11.67,8.67,11.67
1080891537_2968773127,1080891537_2968773127-007-000,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,21.0075,24.0075,20.94,23.94,20.94,23.94
1080891537_2968773127,1080891537_2968773127-007-001,1/MY/ro/1080891537_2968773127/vocal.ogg,1/MY/ro/1080891537_2968773127/background.m4a,1/MY/ro/1080891537_2968773127/mix.m4a,22.5075,25.5075,22.44,25.44,22.44,25.44
487780398_2968430082,487780398_2968430082-002-000,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,2.7275,5.7275,2.58,5.58,2.58,5.58
487780398_2968430082,487780398_2968430082-003-000,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,6.4775,9.4775,6.33,9.33,6.33,9.33
487780398_2968430082,487780398_2968430082-004-000,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,11.1875,14.1875,11.04,14.04,11.04,14.04
487780398_2968430082,487780398_2968430082-004-001,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,12.6875,15.6875,12.54,15.54,12.54,15.54
487780398_2968430082,487780398_2968430082-004-002,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,14.1875,17.1875,14.04,17.04,14.04,17.04
487780398_2968430082,487780398_2968430082-007-000,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,21.2975,24.2975,21.15,24.15,21.15,24.15
487780398_2968430082,487780398_2968430082-007-001,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,22.7975,25.7975,22.65,25.65,22.65,25.65
487780398_2968430082,487780398_2968430082-007-002,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,24.2975,27.2975,24.15,27.15,24.15,27.15
487780398_2968430082,487780398_2968430082-007-003,1/ES/ro/487780398_2968430082/vocal.ogg,1/ES/ro/487780398_2968430082/background.m4a,1/ES/ro/487780398_2968430082/mix.m4a,25.7975,28.7975,25.65,28.65,25.65,28.65
1125028594_2822331230,1125028594_2822331230-001-000,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,17.5075,20.5075,17.04,20.04,17.04,20.04
1125028594_2822331230,1125028594_2822331230-001-001,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,19.0075,22.0075,18.54,21.54,18.54,21.54
1125028594_2822331230,1125028594_2822331230-001-002,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,20.5075,23.5075,20.04,23.04,20.04,23.04
1125028594_2822331230,1125028594_2822331230-001-003,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,22.0075,25.0075,21.54,24.54,21.54,24.54
1125028594_2822331230,1125028594_2822331230-001-004,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,23.5075,26.5075,23.04,26.04,23.04,26.04
1125028594_2822331230,1125028594_2822331230-001-005,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,25.0075,28.0075,24.54,27.54,24.54,27.54
1125028594_2822331230,1125028594_2822331230-001-006,1/IN/ml/1125028594_2822331230/vocal.ogg,1/IN/ml/1125028594_2822331230/background.m4a,1/IN/ml/1125028594_2822331230/mix.m4a,26.5075,29.5075,26.04,29.04,26.04,29.04
1333879753_2755631128,1333879753_2755631128-001-000,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,0.2675,3.2675,0.0,3.0,0.0,3.0
1333879753_2755631128,1333879753_2755631128-001-001,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,1.7675,4.7675,1.5,4.5,1.5,4.5
1333879753_2755631128,1333879753_2755631128-001-002,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,3.2675,6.2675,3.0,6.0,3.0,6.0
1333879753_2755631128,1333879753_2755631128-001-003,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,4.7675,7.7675,4.5,7.5,4.5,7.5
1333879753_2755631128,1333879753_2755631128-001-004,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,6.2675,9.2675,6.0,9.0,6.0,9.0
1333879753_2755631128,1333879753_2755631128-001-005,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,7.7675,10.7675,7.5,10.5,7.5,10.5
1333879753_2755631128,1333879753_2755631128-001-006,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,9.2675,12.2675,9.0,12.0,9.0,12.0
1333879753_2755631128,1333879753_2755631128-001-007,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,10.7675,13.7675,10.5,13.5,10.5,13.5
1333879753_2755631128,1333879753_2755631128-001-008,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,12.2675,15.2675,12.0,15.0,12.0,15.0
1333879753_2755631128,1333879753_2755631128-001-009,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,13.7675,16.7675,13.5,16.5,13.5,16.5
1333879753_2755631128,1333879753_2755631128-001-010,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,15.2675,18.2675,15.0,18.0,15.0,18.0
1333879753_2755631128,1333879753_2755631128-001-011,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,16.7675,19.7675,16.5,19.5,16.5,19.5
1333879753_2755631128,1333879753_2755631128-001-012,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,18.2675,21.2675,18.0,21.0,18.0,21.0
1333879753_2755631128,1333879753_2755631128-009-000,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,24.447499999999998,27.4475,24.18,27.18,24.18,27.18
1333879753_2755631128,1333879753_2755631128-009-001,1/IN/ro/1333879753_2755631128/vocal.ogg,1/IN/ro/1333879753_2755631128/background.m4a,1/IN/ro/1333879753_2755631128/mix.m4a,25.947499999999998,28.9475,25.68,28.68,25.68,28.68
1066754152_2916932244,1066754152_2916932244-002-000,1/IN/ml/1066754152_2916932244/vocal.ogg,1/IN/ml/1066754152_2916932244/background.m4a,1/IN/ml/1066754152_2916932244/mix.m4a,4.8475,7.8475,4.2,7.2,4.2,7.2
1066754152_2916932244,1066754152_2916932244-002-001,1/IN/ml/1066754152_2916932244/vocal.ogg,1/IN/ml/1066754152_2916932244/background.m4a,1/IN/ml/1066754152_2916932244/mix.m4a,6.3475,9.3475,5.7,8.7,5.7,8.7
1066754152_2916932244,1066754152_2916932244-003-000,1/IN/ml/1066754152_2916932244/vocal.ogg,1/IN/ml/1066754152_2916932244/background.m4a,1/IN/ml/1066754152_2916932244/mix.m4a,11.2075,14.2075,10.56,13.56,10.56,13.56
1066754152_2916932244,1066754152_2916932244-003-001,1/IN/ml/1066754152_2916932244/vocal.ogg,1/IN/ml/1066754152_2916932244/background.m4a,1/IN/ml/1066754152_2916932244/mix.m4a,12.7075,15.7075,12.06,15.06,12.06,15.06
1221903678_2726223848,1221903678_2726223848-002-000,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,2.3575,5.3575,1.98,4.98,1.98,4.98
1221903678_2726223848,1221903678_2726223848-004-000,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,7.1875,10.1875,6.81,9.81,6.81,9.81
1221903678_2726223848,1221903678_2726223848-004-001,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,8.6875,11.6875,8.31,11.31,8.31,11.31
1221903678_2726223848,1221903678_2726223848-005-000,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,14.1775,17.1775,13.8,16.8,13.8,16.8
1221903678_2726223848,1221903678_2726223848-005-001,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,15.6775,18.6775,15.3,18.3,15.3,18.3
1221903678_2726223848,1221903678_2726223848-005-002,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,17.177500000000002,20.1775,16.8,19.8,16.8,19.8
1221903678_2726223848,1221903678_2726223848-005-003,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,18.677500000000002,21.6775,18.3,21.3,18.3,21.3
1221903678_2726223848,1221903678_2726223848-005-004,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,20.177500000000002,23.1775,19.8,22.8,19.8,22.8
1221903678_2726223848,1221903678_2726223848-005-005,1/GB/ro/1221903678_2726223848/vocal.ogg,1/GB/ro/1221903678_2726223848/background.m4a,1/GB/ro/1221903678_2726223848/mix.m4a,21.677500000000002,24.6775,21.3,24.3,21.3,24.3
1216156455_2968940563,1216156455_2968940563-001-000,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,0.39749999999999996,3.3975,0.24,3.24,0.24,3.24
1216156455_2968940563,1216156455_2968940563-002-000,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,5.9775,8.9775,5.82,8.82,5.82,8.82
1216156455_2968940563,1216156455_2968940563-002-001,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,7.4775,10.4775,7.32,10.32,7.32,10.32
1216156455_2968940563,1216156455_2968940563-002-002,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,8.977500000000001,11.9775,8.82,11.82,8.82,11.82
1216156455_2968940563,1216156455_2968940563-002-003,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,10.477500000000001,13.4775,10.32,13.32,10.32,13.32
1216156455_2968940563,1216156455_2968940563-002-004,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,11.977500000000001,14.9775,11.82,14.82,11.82,14.82
1216156455_2968940563,1216156455_2968940563-002-005,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,13.477500000000001,16.4775,13.32,16.32,13.32,16.32
1216156455_2968940563,1216156455_2968940563-002-006,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,14.977500000000001,17.9775,14.82,17.82,14.82,17.82
1216156455_2968940563,1216156455_2968940563-002-007,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,16.4775,19.4775,16.32,19.32,16.32,19.32
1216156455_2968940563,1216156455_2968940563-002-008,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,17.9775,20.9775,17.82,20.82,17.82,20.82
1216156455_2968940563,1216156455_2968940563-002-009,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,19.4775,22.4775,19.32,22.32,19.32,22.32
1216156455_2968940563,1216156455_2968940563-002-010,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,20.9775,23.9775,20.82,23.82,20.82,23.82
1216156455_2968940563,1216156455_2968940563-003-000,1/RO/ro/1216156455_2968940563/vocal.ogg,1/RO/ro/1216156455_2968940563/background.m4a,1/RO/ro/1216156455_2968940563/mix.m4a,25.2975,28.2975,25.14,28.14,25.14,28.14
1043192663_2816310391,1043192663_2816310391-001-000,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,0.5875,3.5875,0.03,3.03,0.03,3.03
1043192663_2816310391,1043192663_2816310391-001-001,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,2.0875,5.0875,1.53,4.53,1.53,4.53
1043192663_2816310391,1043192663_2816310391-001-002,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,3.5875,6.5875,3.03,6.03,3.03,6.03
1043192663_2816310391,1043192663_2816310391-001-003,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,5.0875,8.0875,4.53,7.53,4.53,7.53
1043192663_2816310391,1043192663_2816310391-001-004,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,6.5875,9.5875,6.03,9.03,6.03,9.03
1043192663_2816310391,1043192663_2816310391-001-005,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,8.0875,11.0875,7.53,10.53,7.53,10.53
1043192663_2816310391,1043192663_2816310391-001-006,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,9.587499999999999,12.5875,9.03,12.03,9.03,12.03
1043192663_2816310391,1043192663_2816310391-001-007,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,11.087499999999999,14.0875,10.53,13.53,10.53,13.53
1043192663_2816310391,1043192663_2816310391-001-008,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,12.587499999999999,15.5875,12.03,15.03,12.03,15.03
1043192663_2816310391,1043192663_2816310391-001-009,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,14.087499999999999,17.0875,13.53,16.53,13.53,16.53
1043192663_2816310391,1043192663_2816310391-001-010,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,15.587499999999999,18.5875,15.03,18.03,15.03,18.03
1043192663_2816310391,1043192663_2816310391-001-011,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,17.087500000000002,20.0875,16.53,19.53,16.53,19.53
1043192663_2816310391,1043192663_2816310391-001-012,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,18.587500000000002,21.5875,18.03,21.03,18.03,21.03
1043192663_2816310391,1043192663_2816310391-001-013,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,20.087500000000002,23.0875,19.53,22.53,19.53,22.53
1043192663_2816310391,1043192663_2816310391-001-014,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,21.587500000000002,24.5875,21.03,24.03,21.03,24.03
1043192663_2816310391,1043192663_2816310391-001-015,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,23.087500000000002,26.0875,22.53,25.53,22.53,25.53
1043192663_2816310391,1043192663_2816310391-001-016,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,24.587500000000002,27.5875,24.03,27.03,24.03,27.03
1043192663_2816310391,1043192663_2816310391-001-017,1/IN/ml/1043192663_2816310391/vocal.ogg,1/IN/ml/1043192663_2816310391/background.m4a,1/IN/ml/1043192663_2816310391/mix.m4a,26.087500000000002,29.0875,25.53,28.53,25.53,28.53
1038503306_2814214346,1038503306_2814214346-001-000,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,9.3775,12.3775,8.7,11.7,8.7,11.7
1038503306_2814214346,1038503306_2814214346-001-001,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,10.8775,13.8775,10.2,13.2,10.2,13.2
1038503306_2814214346,1038503306_2814214346-001-002,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,12.3775,15.3775,11.7,14.7,11.7,14.7
1038503306_2814214346,1038503306_2814214346-001-003,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,13.8775,16.8775,13.2,16.2,13.2,16.2
1038503306_2814214346,1038503306_2814214346-001-004,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,15.3775,18.3775,14.7,17.7,14.7,17.7
1038503306_2814214346,1038503306_2814214346-001-005,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,16.877499999999998,19.8775,16.2,19.2,16.2,19.2
1038503306_2814214346,1038503306_2814214346-003-000,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,25.4275,28.4275,24.75,27.75,24.75,27.75
1038503306_2814214346,1038503306_2814214346-003-001,1/IN/ml/1038503306_2814214346/vocal.ogg,1/IN/ml/1038503306_2814214346/background.m4a,1/IN/ml/1038503306_2814214346/mix.m4a,26.9275,29.9275,26.25,29.25,26.25,29.25
1199033280_2957617184,1199033280_2957617184-001-000,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,13.9575,16.9575,13.11,16.11,13.11,16.11
1199033280_2957617184,1199033280_2957617184-001-001,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,15.4575,18.4575,14.61,17.61,14.61,17.61
1199033280_2957617184,1199033280_2957617184-001-002,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,16.9575,19.9575,16.11,19.11,16.11,19.11
1199033280_2957617184,1199033280_2957617184-001-003,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,18.4575,21.4575,17.61,20.61,17.61,20.61
1199033280_2957617184,1199033280_2957617184-001-004,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,19.9575,22.9575,19.11,22.11,19.11,22.11
1199033280_2957617184,1199033280_2957617184-001-005,1/IN/ml/1199033280_2957617184/vocal.ogg,1/IN/ml/1199033280_2957617184/background.m4a,1/IN/ml/1199033280_2957617184/mix.m4a,21.4575,24.4575,20.61,23.61,20.61,23.61
1007574635_2745103997,1007574635_2745103997-001-000,1/IN/ml/1007574635_2745103997/vocal.ogg,1/IN/ml/1007574635_2745103997/background.m4a,1/IN/ml/1007574635_2745103997/mix.m4a,0.6375,3.6375,0.0,3.0,0.0,3.0
